Report_No,Involvement,Race,Sex,Age,Firearm Used Flag  
110078795,VIC,W,F,21,N
110078796,SUS,U,U,,N
110078796,VIC,B,F,38,N
110078799,SUS,U,U,,N
110078799,VIC,W,M,20,N
110078800,VIC,,,,N
110078802,SUS,B,F,,N
110078802,SUS,B,M,,N
110078802,VIC,,,,N
110078804,SUS,U,U,,N
110078804,VIC,,,,N
110078805,SUS,W,F,,N
110078805,VIC,W,F,56,N
110078806,ARR,B,M,67,N
110078806,ARR,B,F,44,N
110078806,VIC,,,,N
110078806,VIC,,,,N
110078808,SUS,U,U,,N
110078808,VIC,W,M,43,N
110078810,SUS,U,U,,N
110078810,VIC,B,F,41,N
110078811,SUS,B,F,31,N
110078811,VIC,W,F,40,N
110078812,ARR,W,M,22,N
110078812,VIC,W,F,25,N
110078814,SUS,U,U,,N
110078814,VIC,W,F,41,N
110078815,SUS,B,M,45,N
110078815,VIC,W,M,41,N
110078818,SUS,B,F,23,N
110078818,VIC,B,M,41,N
110078820,SUS,U,U,,N
110078820,VIC,B,F,26,N
110078821,SUS,U,U,,N
110078821,VIC,U,U,,N
110078822,VIC,B,F,47,N
110078823,ARR,W,F,31,N
110078823,VIC,,,,N
110078823,ARR,W,F,31,N
110078823,VIC,,,,N
110078824,SUS,U,U,,N
110078824,VIC,W,M,42,N
110078826,SUS,U,U,,N
110078826,VIC,,,,N
110078830,SUS,B,M,,N
110078830,VIC,W,M,21,N
110078832,SUS,B,M,50,N
110078832,VIC,W,F,42,N
110078832,SUS,B,M,50,N
110078832,VIC,W,F,42,N
110078833,SUS,B,F,48,N
110078833,VIC,,,,N
110078834,SUS,W,F,25,Y
110078834,SUS,W,M,20,Y
110078834,SUS,U,U,,Y
110078834,SUS,U,U,,Y
110078834,VIC,W,M,26,Y
110078835,SUS,B,M,25,N
110078835,VIC,B,F,29,N
110078836,SUS,B,F,25,N
110078836,VIC,B,F,52,N
110078837,SUS,U,U,,N
110078837,VIC,W,M,19,N
110078838,SUS,B,M,17,N
110078838,VIC,B,F,16,N
110078839,SUS,B,M,28,N
110078839,VIC,W,F,24,N
110078840,SUS,W,F,30,N
110078840,VIC,B,M,44,N
110078841,SUS,B,F,21,N
110078841,VIC,B,F,23,N
110078843,ARR,W,M,31,N
110078843,VIC,,,,N
110078844,ARR,W,M,52,N
110078844,VIC,,,,N
110078845,SUS,W,M,45,N
110078845,VIC,W,F,47,N
110078846,SUS,W,M,22,N
110078846,VIC,W,F,32,N
110078847,SUS,B,M,,Y
110078847,VIC,B,M,42,Y
110078847,VIC,B,M,31,Y
110078847,SUS,B,M,,Y
110078847,VIC,B,M,42,Y
110078847,VIC,B,M,31,Y
110078850,SUS,B,M,33,N
110078850,VIC,B,F,32,N
110078851,SUS,B,M,19,N
110078851,VIC,B,F,23,N
110078854,ARR,W,M,37,N
110078854,VIC,W,M,22,N
110078854,VIC,W,F,19,N
110078855,SUS,W,F,21,N
110078855,VIC,B,M,20,N
110078856,SUS,B,M,29,Y
110078856,SUS,B,F,30,Y
110078856,SUS,B,F,23,Y
110078856,SUS,B,F,25,Y
110078856,SUS,B,F,35,Y
110078856,VIC,U,M,24,Y
110078856,VIC,U,M,19,Y
110078856,VIC,U,M,21,Y
110078856,VIC,U,M,23,Y
110078856,VIC,U,M,29,Y
110078856,VIC,U,M,28,Y
110078860,SUS,W,M,34,N
110078860,VIC,W,M,18,N
110078861,SUS,U,U,,N
110078861,VIC,B,F,27,N
110078862,SUS,W,M,20,N
110078862,SUS,W,M,20,N
110078862,SUS,W,M,20,N
110078862,VIC,W,M,29,N
110078863,SUS,W,M,39,N
110078863,VIC,W,F,37,N
110078864,ARR,W,M,22,N
110078864,VIC,,,,N
110078864,ARR,W,M,22,N
110078864,VIC,,,,N
110078865,ARR,B,F,36,N
110078866,SUS,B,M,20,N
110078866,VIC,B,M,43,N
110078867,VIC,,,,N
110078868,ARR,W,M,30,N
110078869,SUS,B,M,,Y
110078869,VIC,B,F,15,Y
110078870,SUS,B,M,40,N
110078870,VIC,,,,N
110078872,SUS,U,U,,N
110078872,VIC,B,F,21,N
110078873,ARR,B,M,59,N
110078873,VIC,,,,N
110078874,VIC,B,M,26,N
110078874,VIC,,,,N
110078877,SUS,U,U,,N
110078877,VIC,B,M,43,N
110078879,SUS,U,U,,N
110078879,VIC,U,U,,N
110078880,SUS,W,M,25,N
110078880,VIC,,,,N
110078881,SUS,U,U,,N
110078881,VIC,W,F,36,N
110078883,SUS,B,M,,N
110078883,VIC,,,,N
110078883,VIC,B,F,44,N
110078884,SUS,B,M,30,Y
110078884,SUS,B,M,,Y
110078884,VIC,B,F,39,Y
110078884,VIC,B,F,55,Y
110078886,SUS,U,U,,N
110078886,VIC,U,U,,N
110078889,SUS,U,U,,N
110078889,VIC,U,U,,N
110078893,SUS,U,U,,N
110078893,VIC,W,F,48,N
110078895,SUS,U,U,,N
110078895,VIC,,,,N
110078896,SUS,U,U,,N
110078896,VIC,W,F,53,N
110078897,SUS,U,M,,N
110078897,SUS,U,M,,N
110078897,VIC,B,F,31,N
110078898,SUS,B,M,58,N
110078898,VIC,W,F,57,N
110078898,VIC,W,M,27,N
110078898,SUS,B,M,58,N
110078898,VIC,W,F,57,N
110078898,VIC,W,M,27,N
110078900,SUS,B,M,32,N
110078900,VIC,B,F,27,N
110078902,SUS,U,U,,N
110078902,VIC,W,M,27,N
110078906,SUS,B,M,35,Y
110078906,VIC,,,,Y
110078906,VIC,W,F,32,Y
110078906,VIC,W,F,26,Y
110078906,VIC,W,F,37,Y
110078907,SUS,U,U,,N
110078907,VIC,B,M,27,N
110078909,SUS,U,U,,N
110078909,VIC,W,F,49,N
110078911,SUS,U,U,,N
110078911,VIC,B,M,23,N
110078913,SUS,U,U,,N
110078913,VIC,,,,N
110078914,SUS,U,U,,N
110078914,VIC,B,F,62,N
110078915,SUS,U,U,,N
110078915,VIC,,,,N
110078916,VIC,,,,N
110078917,SUS,W,M,,N
110078917,VIC,B,M,40,N
110078919,SUS,U,U,,N
110078919,VIC,B,F,40,N
110078921,SUS,U,U,,N
110078921,VIC,B,M,43,N
110078923,SUS,U,M,,N
110078923,VIC,U,M,11,N
110078925,SUS,U,U,,N
110078925,VIC,B,M,27,N
110078927,SUS,U,U,,N
110078927,VIC,W,F,58,N
110078928,SUS,U,U,,N
110078928,VIC,W,M,51,N
110078929,SUS,U,U,,N
110078929,VIC,W,F,29,N
110078930,ARR,B,M,21,N
110078930,VIC,,,,N
110078933,SUS,U,U,,N
110078933,VIC,W,F,50,N
110078938,SUS,B,M,,N
110078938,VIC,W,M,25,N
110078938,VIC,,,,N
110078939,SUS,U,U,,N
110078939,VIC,W,M,65,N
110078940,SUS,U,U,,N
110078940,VIC,B,F,35,N
110078941,SUS,U,U,,N
110078941,VIC,W,F,36,N
110078943,VIC,,,,N
110078943,VIC,,,,N
110078945,SUS,U,U,,N
110078945,VIC,W,M,33,N
110078947,SUS,W,M,50,N
110078947,VIC,,,,N
110078948,SUS,U,U,,N
110078948,VIC,B,M,58,N
110078949,SUS,B,M,,N
110078949,VIC,,,,N
110078952,SUS,U,U,,N
110078952,VIC,,,,N
110078955,SUS,U,U,,N
110078955,VIC,W,M,45,N
110078956,SUS,U,U,,N
110078956,VIC,W,F,40,N
110078957,SUS,U,U,,N
110078957,VIC,B,F,41,N
110078957,VIC,B,F,21,N
110078958,ARR,W,M,14,N
110078958,VIC,W,F,34,N
110078958,VIC,,,,N
110078958,ARR,W,M,14,N
110078958,VIC,W,F,34,N
110078958,VIC,,,,N
110078959,SUS,U,U,,N
110078959,VIC,B,M,41,N
110078961,SUS,U,U,,N
110078961,VIC,W,M,31,N
110078968,SUS,U,U,,N
110078968,VIC,B,M,22,N
110078969,SUS,U,U,,N
110078969,VIC,,,,N
110078970,SUS,U,U,,N
110078970,SUS,U,U,,N
110078970,VIC,B,F,45,N
110078970,VIC,B,F,45,N
110078971,SUS,U,U,,N
110078971,VIC,B,M,29,N
110078971,VIC,B,F,29,N
110078973,SUS,U,U,,N
110078973,VIC,W,M,32,N
110078973,SUS,U,U,,N
110078973,VIC,W,M,32,N
110078974,SUS,B,F,60,N
110078974,VIC,W,F,32,N
110078975,SUS,U,U,,N
110078975,VIC,U,U,,N
110078976,SUS,B,F,201,N
110078976,VIC,B,M,53,N
110078978,VIC,W,M,18,N
110078978,VIC,W,M,,N
110078980,SUS,U,U,,N
110078980,VIC,,,,N
110078981,SUS,U,M,,N
110078981,VIC,W,F,88,N
110078981,VIC,W,F,,N
110078982,SUS,B,M,,N
110078982,SUS,B,M,,N
110078982,SUS,B,M,,N
110078982,VIC,,,,N
110078983,SUS,U,U,,N
110078983,VIC,W,F,68,N
110078984,SUS,W,M,54,N
110078984,VIC,,,,N
110078985,SUS,U,U,,N
110078985,VIC,B,F,23,N
110078986,SUS,W,M,,N
110078986,VIC,W,M,45,N
110078987,SUS,U,U,,N
110078987,VIC,W,M,65,N
110078989,SUS,B,M,25,N
110078989,VIC,,,,N
110078990,SUS,U,U,,N
110078990,VIC,B,M,41,N
110078991,ARR,W,F,31,N
110078991,VIC,,,,N
110078992,SUS,U,U,,N
110078992,VIC,W,M,53,N
110078993,SUS,U,U,,N
110078993,VIC,W,F,42,N
110078996,SUS,U,U,,N
110078996,VIC,B,M,32,N
110078997,SUS,U,U,,N
110078997,VIC,B,F,36,N
110078999,SUS,B,M,30,N
110078999,SUS,W,F,26,N
110078999,VIC,W,M,5,N
110079000,SUS,U,U,,N
110079000,VIC,W,F,49,N
110079001,SUS,U,U,,N
110079001,VIC,B,F,23,N
110079004,SUS,U,U,,N
110079004,VIC,B,M,51,N
110079006,SUS,U,U,,N
110079006,VIC,B,F,55,N
110079008,SUS,U,U,,N
110079008,VIC,B,M,24,N
110079009,SUS,U,U,,N
110079009,VIC,,,,N
110079010,ARR,W,M,18,N
110079010,VIC,,,,N
110079011,SUS,U,U,,N
110079011,VIC,W,M,18,N
110079014,ARR,B,M,33,N
110079014,VIC,,,,N
110079015,ARR,B,F,18,N
110079015,ARR,B,F,20,N
110079015,VIC,,,,N
110079016,SUS,U,U,,N
110079016,VIC,W,F,82,N
110079017,SUS,U,U,,N
110079017,VIC,W,M,46,N
110079018,SUS,U,U,,N
110079018,VIC,B,F,40,N
110079019,SUS,U,U,,N
110079019,VIC,W,M,34,N
110079022,SUS,U,U,,N
110079022,VIC,W,M,49,N
110079024,SUS,B,M,28,N
110079024,VIC,B,F,20,N
110079027,SUS,U,U,,N
110079027,VIC,B,M,22,N
110079028,SUS,U,U,,N
110079028,VIC,W,M,43,N
110079029,SUS,W,M,35,N
110079030,ARR,B,M,26,N
110079030,VIC,,,,N
110079034,ARR,B,F,23,N
110079034,VIC,,,,N
110079036,SUS,U,U,,N
110079036,VIC,B,F,91,N
110079038,SUS,U,U,,N
110079038,VIC,B,F,22,N
110079042,SUS,U,U,,N
110079042,VIC,B,M,52,N
110079043,SUS,U,U,,N
110079043,VIC,W,M,31,N
110079047,SUS,U,U,,N
110079047,VIC,B,M,29,N
110079050,SUS,U,U,,N
110079050,VIC,B,M,52,N
110079051,SUS,U,U,,N
110079051,VIC,W,M,,N
110079053,SUS,U,U,,N
110079053,VIC,B,F,20,N
110079054,SUS,U,U,,N
110079054,VIC,B,M,36,N
110079056,SUS,U,U,,N
110079056,VIC,W,M,51,N
110079057,SUS,U,U,,N
110079057,VIC,B,F,52,N
110079058,SUS,U,U,,N
110079058,VIC,B,F,43,N
110079062,SUS,W,M,20,N
110079062,VIC,W,F,24,N
110079064,SUS,W,F,26,N
110079064,VIC,W,F,19,N
110079067,SUS,U,U,,N
110079067,SUS,U,U,,N
110079067,SUS,U,U,,N
110079067,VIC,W,M,24,N
110079069,SUS,B,M,,N
110079069,SUS,B,M,,N
110079069,SUS,B,M,,N
110079069,VIC,,,,N
110079071,SUS,U,U,,N
110079071,VIC,W,M,46,N
110079073,SUS,B,M,27,N
110079073,VIC,B,F,21,N
110079074,SUS,W,F,28,N
110079074,VIC,W,M,41,N
110079074,SUS,W,F,28,N
110079074,VIC,W,M,41,N
110079075,SUS,U,U,,N
110079075,VIC,B,F,51,N
110079076,SUS,U,U,,N
110079076,VIC,B,M,39,N
110079077,SUS,U,U,,N
110079077,VIC,W,F,57,N
110079080,SUS,B,M,,N
110079080,VIC,W,M,50,N
110079081,ARR,B,M,22,N
110079081,VIC,B,F,18,N
110079082,SUS,U,U,,N
110079082,VIC,W,F,28,N
110079083,VIC,,,,N
110079085,SUS,U,U,,N
110079085,VIC,B,M,27,N
110079086,ARR,B,F,13,N
110079086,VIC,B,F,15,N
110079086,VIC,B,F,5,N
110079086,VIC,B,F,35,N
110079087,SUS,U,U,,N
110079087,VIC,W,M,20,N
110079087,SUS,U,U,,N
110079087,VIC,W,M,20,N
110079088,SUS,W,M,50,N
110079088,VIC,W,F,37,N
110079090,SUS,U,U,,N
110079090,VIC,W,F,53,N
110079092,SUS,B,M,48,N
110079092,VIC,B,F,45,N
110079095,SUS,B,M,,Y
110079095,SUS,B,M,,Y
110079095,SUS,B,M,,Y
110079095,VIC,A,M,45,Y
110079095,VIC,,,,Y
110079097,VIC,,,,N
110079098,ARR,B,F,46,N
110079098,VIC,,,,N
110079099,SUS,U,U,,N
110079099,VIC,W,M,45,N
110079100,ARR,B,M,25,N
110079100,VIC,,,,N
110079102,SUS,B,M,54,N
110079102,VIC,W,F,31,N
110079106,SUS,U,U,,N
110079106,VIC,B,M,41,N
110079107,SUS,U,U,,N
110079107,VIC,W,M,37,N
110079108,SUS,U,U,,N
110079108,VIC,W,F,22,N
110079110,VIC,W,M,51,N
110079111,ARR,W,M,22,N
110079112,SUS,B,M,17,N
110079112,VIC,B,F,44,N
110079113,SUS,B,F,,N
110079113,SUS,B,F,,N
110079113,SUS,B,F,,N
110079113,VIC,B,M,31,N
110079114,SUS,B,M,55,N
110079114,VIC,B,M,48,N
110079115,SUS,W,M,,N
110079115,SUS,W,M,,N
110079115,VIC,W,M,44,N
110079116,SUS,W,M,18,N
110079116,VIC,W,F,48,N
110079117,ARR,W,M,31,N
110079117,VIC,W,F,32,N
110079118,SUS,U,U,,N
110079118,VIC,W,M,25,N
110079119,SUS,U,U,,N
110079119,VIC,W,M,41,N
110079119,VIC,W,M,13,N
110079120,SUS,U,U,,N
110079120,VIC,W,M,29,N
110079122,ARR,B,M,17,N
110079122,VIC,B,F,42,N
110079124,SUS,U,U,,N
110079124,VIC,W,M,37,N
110079124,VIC,W,M,37,N
110079125,ARR,W,F,33,N
110079125,VIC,,,,N
110079127,SUS,U,U,,N
110079127,VIC,W,M,37,N
110079128,SUS,U,U,,N
110079128,VIC,W,M,46,N
110079128,VIC,W,F,30,N
110079129,ARR,B,M,22,N
110079129,VIC,,,,N
110079132,ARR,W,M,26,N
110079133,SUS,W,M,35,N
110079133,VIC,W,F,29,N
110079134,SUS,W,M,40,N
110079134,VIC,W,F,52,N
110079135,SUS,A,M,,N
110079135,VIC,W,M,25,N
110079136,SUS,B,M,,Y
110079136,SUS,B,M,,Y
110079136,VIC,B,M,42,Y
110079137,SUS,B,M,20,Y
110079137,SUS,B,M,20,Y
110079137,VIC,B,M,22,Y
110079138,SUS,B,F,18,N
110079138,VIC,U,U,,N
110079139,SUS,B,M,49,N
110079139,SUS,B,M,51,N
110079139,VIC,B,M,48,N
110079139,SUS,B,M,49,N
110079139,SUS,B,M,51,N
110079139,VIC,B,M,48,N
110079140,VIC,,,,N
110079141,SUS,U,U,,N
110079141,VIC,W,F,35,N
110079142,SUS,U,U,,N
110079142,VIC,B,M,47,N
110079142,VIC,B,F,54,N
110079145,ARR,W,M,38,N
110079145,VIC,W,F,26,N
110079149,SUS,U,U,,N
110079149,VIC,W,M,27,N
110079149,VIC,W,F,18,N
110079150,ARR,B,F,17,N
110079150,VIC,B,F,42,N
110079151,SUS,B,M,,N
110079151,SUS,U,M,,N
110079151,VIC,U,U,,N
110079154,SUS,U,U,,N
110079154,VIC,W,F,37,N
110079155,SUS,U,U,,N
110079155,VIC,B,M,,N
110079156,SUS,B,M,45,N
110079156,SUS,B,M,22,N
110079156,SUS,B,M,19,N
110079156,VIC,U,U,,N
110079157,ARR,W,M,29,N
110079157,ARR,W,M,29,N
110079157,ARR,W,M,29,N
110079160,ARR,B,M,19,N
110079160,VIC,,,,N
110079161,SUS,B,M,26,N
110079161,VIC,B,F,25,N
110079162,ARR,B,M,57,N
110079162,VIC,B,F,55,N
110079163,SUS,U,U,,N
110079163,VIC,,,,N
110079164,SUS,W,M,,N
110079164,VIC,W,F,39,N
110079168,SUS,U,U,,N
110079168,VIC,W,F,23,N
110079170,SUS,U,U,,N
110079170,VIC,,,,N
110079171,SUS,U,U,,N
110079172,SUS,B,F,31,N
110079172,VIC,B,F,20,N
110079172,VIC,W,F,33,N
110079175,SUS,U,M,,N
110079175,VIC,A,F,40,N
110079176,VIC,W,M,20,N
110079177,SUS,U,U,,N
110079177,VIC,,,,N
110079178,SUS,B,M,32,N
110079178,VIC,B,M,33,N
110079180,SUS,B,M,,Y
110079180,VIC,B,M,71,Y
110079181,SUS,U,U,,N
110079181,VIC,W,M,48,N
110079182,SUS,U,U,,N
110079182,VIC,W,F,25,N
110079184,ARR,B,M,50,N
110079184,VIC,,,,N
110079185,SUS,U,U,,N
110079185,VIC,B,F,23,N
110079187,SUS,U,U,,N
110079187,VIC,,,,N
110079188,SUS,W,M,,N
110079188,SUS,W,M,,N
110079188,VIC,B,M,40,N
110079188,SUS,W,M,,N
110079188,SUS,W,M,,N
110079188,VIC,B,M,40,N
110079190,SUS,U,U,,N
110079190,VIC,W,M,21,N
110079191,SUS,U,U,,N
110079191,VIC,W,F,91,N
110079192,SUS,U,U,,N
110079192,VIC,,,,N
110079193,SUS,U,U,,N
110079193,VIC,,,,N
110079194,VIC,W,F,61,N
110079195,SUS,U,U,,N
110079195,VIC,,,,N
110079197,SUS,U,U,,N
110079197,VIC,,,,N
110079199,SUS,U,U,,N
110079199,VIC,,,,N
110079201,SUS,U,U,,N
110079201,VIC,W,F,77,N
110079202,SUS,U,U,,N
110079202,VIC,W,M,59,N
110079203,SUS,U,U,,N
110079203,VIC,W,M,56,N
110079204,SUS,U,U,,N
110079204,VIC,W,F,20,N
110079204,SUS,U,U,,N
110079204,VIC,W,F,20,N
110079205,SUS,U,U,,N
110079205,VIC,,,,N
110079206,SUS,U,U,,N
110079206,VIC,W,M,64,N
110079207,SUS,B,M,,N
110079207,VIC,,,,N
110079213,SUS,U,U,,N
110079213,VIC,W,F,42,N
110079214,SUS,W,M,,N
110079214,SUS,W,M,,N
110079214,VIC,,,,N
110079215,SUS,U,U,,N
110079215,VIC,W,M,54,N
110079216,SUS,U,U,,N
110079216,VIC,,,,N
110079218,SUS,U,U,,N
110079218,VIC,B,F,37,N
110079219,SUS,U,U,,N
110079219,VIC,W,M,65,N
110079220,SUS,U,U,,N
110079220,VIC,,,,N
110079221,SUS,U,U,,N
110079221,VIC,W,F,56,N
110079222,SUS,W,M,40,N
110079222,VIC,W,M,62,N
110079223,SUS,U,F,40,N
110079223,VIC,U,F,,N
110079223,VIC,,,,N
110079224,SUS,U,U,,N
110079224,VIC,W,M,29,N
110079224,VIC,W,F,30,N
110079226,SUS,W,M,,N
110079226,VIC,W,M,44,N
110079231,SUS,W,F,40,N
110079231,VIC,,,,N
110079234,ARR,B,M,17,N
110079234,VIC,,,,N
110079236,SUS,U,U,,N
110079236,VIC,,,,N
110079237,SUS,U,U,,N
110079237,VIC,,,,N
110079238,ARR,W,F,16,N
110079238,ARR,W,F,15,N
110079238,VIC,,,,N
110079238,VIC,B,F,21,N
110079239,SUS,U,U,,N
110079239,VIC,,,,N
110079240,SUS,U,U,,N
110079240,VIC,B,M,54,N
110079241,VIC,W,F,30,N
110079242,SUS,U,U,,N
110079242,VIC,,,,N
110079243,SUS,U,U,,N
110079243,VIC,B,F,41,N
110079244,SUS,U,U,,N
110079244,VIC,W,F,20,N
110079245,SUS,U,U,,N
110079245,VIC,W,M,33,N
110079253,SUS,B,M,52,N
110079253,VIC,B,F,51,N
110079256,VIC,W,M,34,N
110079258,SUS,U,U,,N
110079258,VIC,B,F,25,N
110079259,SUS,U,U,,N
110079259,VIC,W,M,33,N
110079260,SUS,B,M,36,N
110079260,VIC,B,M,8,N
110079262,SUS,B,F,13,N
110079262,VIC,,,,N
110079263,SUS,U,U,,N
110079263,VIC,B,M,48,N
110079264,ARR,B,F,35,N
110079264,ARR,B,F,18,N
110079264,VIC,W,M,33,N
110079267,SUS,B,M,15,N
110079267,VIC,W,M,13,N
110079271,SUS,U,U,,N
110079271,VIC,B,F,26,N
110079273,SUS,U,U,,N
110079273,VIC,W,M,,N
110079274,SUS,B,M,16,N
110079274,VIC,,,,N
110079275,SUS,U,U,,N
110079275,VIC,B,F,52,N
110079275,VIC,B,F,21,N
110079276,SUS,U,U,,N
110079276,VIC,,,,N
110079278,SUS,U,U,,N
110079278,VIC,,,,N
110079279,SUS,U,U,,N
110079279,VIC,W,F,53,N
110079282,SUS,U,U,,N
110079282,VIC,B,M,50,N
110079284,VIC,,,,N
110079285,SUS,U,U,,N
110079285,VIC,,,,N
110079286,SUS,U,U,,N
110079286,VIC,B,F,47,N
110079289,ARR,W,M,51,N
110079289,VIC,,,,N
110079290,VIC,U,U,,N
110079290,VIC,U,U,,N
110079291,SUS,U,U,,N
110079291,VIC,B,F,21,N
110079292,SUS,U,U,,N
110079292,VIC,,,,N
110079293,SUS,U,U,,N
110079293,VIC,W,F,44,N
110079295,SUS,U,U,,N
110079295,VIC,W,F,51,N
110079296,ARR,B,M,37,N
110079296,VIC,,,,N
110079297,SUS,U,U,,N
110079297,VIC,W,F,46,N
110079299,ARR,U,M,37,N
110079299,VIC,,,,N
110079302,SUS,W,M,,N
110079302,VIC,W,M,36,N
110079305,SUS,U,U,,N
110079305,VIC,,,,N
110079310,SUS,W,F,30,N
110079310,VIC,,,,N
110079310,VIC,,,,N
110079310,VIC,,,,N
110079310,VIC,,,,N
110079313,SUS,U,U,,N
110079313,VIC,B,F,39,N
110079315,SUS,U,U,,N
110079315,VIC,U,U,,N
110079316,SUS,B,F,,N
110079316,SUS,B,F,,N
110079316,SUS,B,F,,N
110079316,SUS,B,F,,N
110079316,VIC,B,F,12,N
110079319,SUS,U,U,,N
110079319,VIC,,,,N
110079320,SUS,U,U,,N
110079320,VIC,W,M,57,N
110079322,ARR,W,F,46,N
110079322,VIC,W,F,44,N
110079323,ARR,W,M,44,N
110079323,VIC,W,M,48,N
110079325,SUS,B,M,,Y
110079325,VIC,B,M,18,Y
110079327,SUS,B,M,,N
110079327,SUS,U,U,,N
110079327,SUS,U,U,,N
110079327,VIC,W,F,35,N
110079328,SUS,U,U,,N
110079328,VIC,B,M,56,N
110079329,SUS,U,U,,N
110079329,VIC,B,M,36,N
110079330,SUS,U,U,,N
110079330,VIC,W,M,51,N
110079333,SUS,B,M,18,N
110079333,VIC,,,,N
110079335,SUS,U,U,,N
110079335,VIC,B,M,22,N
110079336,SUS,U,U,,N
110079336,VIC,W,M,30,N
110079337,ARR,B,M,51,N
110079337,VIC,,,,N
110079338,SUS,U,U,,N
110079338,VIC,W,M,64,N
110079339,ARR,W,M,12,N
110079339,VIC,B,M,11,N
110079340,SUS,U,U,,N
110079340,VIC,,,,N
110079341,SUS,U,U,,N
110079341,VIC,W,F,88,N
110079342,SUS,U,U,,N
110079342,VIC,W,M,28,N
110079344,SUS,B,M,51,N
110079344,VIC,B,F,44,N
110079346,SUS,B,M,47,N
110079346,VIC,U,U,,N
110079347,SUS,B,F,30,N
110079347,VIC,,,,N
110079348,ARR,W,M,35,N
110079348,VIC,B,F,65,N
110079348,ARR,W,M,35,N
110079348,VIC,B,F,65,N
110079349,ARR,B,M,22,N
110079349,VIC,B,F,30,N
110079350,SUS,U,U,,N
110079350,VIC,W,M,51,N
110079352,SUS,U,U,,N
110079352,VIC,U,M,,N
110079353,SUS,U,U,,N
110079353,VIC,W,M,33,N
110079356,SUS,U,U,,N
110079356,VIC,W,F,22,N
110079357,SUS,U,U,,N
110079357,VIC,W,M,39,N
110079358,SUS,U,U,,N
110079358,VIC,B,F,26,N
110079362,SUS,U,U,,N
110079362,VIC,,,,N
110079364,SUS,U,U,,N
110079364,VIC,U,U,,N
110079367,SUS,U,U,,N
110079367,VIC,B,F,29,N
110079368,SUS,U,U,,N
110079368,VIC,W,F,23,N
110079370,SUS,B,M,,N
110079370,VIC,,,,N
110079372,VIC,,,,N
110079372,SUS,B,M,,N
110079372,VIC,,,,N
110079375,ARR,W,M,34,N
110079375,VIC,,,,N
110079377,SUS,U,U,,N
110079377,VIC,B,F,22,N
110079381,SUS,W,M,26,N
110079381,SUS,W,M,25,N
110079384,ARR,B,F,37,N
110079384,VIC,,,,N
110079385,SUS,W,M,,N
110079385,VIC,W,M,53,N
110079386,SUS,U,U,,N
110079386,VIC,W,F,28,N
110079393,SUS,U,U,,Y
110079393,VIC,B,M,17,Y
110079394,SUS,B,M,,N
110079394,VIC,W,F,34,N
110079398,SUS,U,U,,N
110079398,VIC,W,M,44,N
110079400,ARR,B,M,56,N
110079400,VIC,,,,N
110079401,SUS,W,F,,N
110079401,VIC,W,F,21,N
110079402,SUS,U,U,,N
110079402,VIC,W,F,67,N
110079405,SUS,U,U,,N
110079405,VIC,W,F,21,N
110079407,ARR,B,M,48,N
110079407,VIC,,,,N
110079409,VIC,W,M,40,Y
110079410,SUS,W,F,29,N
110079410,VIC,W,F,49,N
110079411,SUS,U,U,,N
110079411,VIC,B,F,28,N
110079412,SUS,U,U,,N
110079412,VIC,W,F,65,N
110079413,SUS,U,U,,N
110079413,VIC,W,F,65,N
110079414,SUS,U,U,,N
110079414,VIC,W,M,50,N
110079415,SUS,U,U,,N
110079415,VIC,B,F,33,N
110079416,SUS,B,M,,N
110079416,SUS,B,M,,N
110079416,VIC,B,M,34,N
110079417,SUS,B,M,,N
110079417,VIC,,,,N
110079418,ARR,W,M,28,N
110079418,VIC,,,,N
110079418,ARR,W,M,28,N
110079418,VIC,,,,N
110079419,ARR,W,F,42,N
110079419,VIC,,,,N
110079419,VIC,,,,N
110079419,ARR,W,F,42,N
110079419,VIC,,,,N
110079419,VIC,,,,N
110079420,ARR,B,M,48,N
110079420,VIC,B,M,49,N
110079421,VIC,B,M,61,N
110079425,SUS,U,M,,N
110079425,SUS,U,M,,N
110079425,SUS,U,M,,N
110079425,SUS,U,M,,N
110079425,SUS,U,M,,N
110079425,VIC,A,M,37,N
110079426,SUS,U,U,,N
110079426,VIC,B,F,41,N
110079428,SUS,W,M,40,N
110079428,VIC,,,,N
110079429,ARR,W,F,46,N
110079429,VIC,,,,N
110079430,ARR,B,M,27,N
110079430,ARR,B,M,24,N
110079430,VIC,,,,N
110079431,ARR,B,M,51,N
110079431,VIC,,,,N
110079433,VIC,,,,N
110079435,SUS,U,U,,N
110079435,VIC,B,F,45,N
110079436,ARR,B,M,19,N
110079436,VIC,,,,N
110079437,SUS,B,M,28,N
110079437,SUS,B,F,29,N
110079437,VIC,B,F,29,N
110079437,VIC,B,M,28,N
110079439,ARR,B,F,28,N
110079439,SUS,B,M,18,N
110079439,VIC,B,F,31,N
110079439,VIC,B,F,52,N
110079439,ARR,B,F,28,N
110079439,SUS,B,M,18,N
110079439,VIC,B,F,31,N
110079439,VIC,B,F,52,N
110079440,VIC,,,,N
110079442,VIC,B,F,34,N
110079442,VIC,B,F,16,N
110079442,VIC,B,M,53,N
110079442,VIC,B,F,51,N
110079446,SUS,U,U,,N
110079446,VIC,B,M,47,N
110079451,SUS,B,M,,N
110079451,SUS,B,M,,N
110079451,SUS,B,M,,N
110079451,SUS,B,M,,N
110079451,VIC,B,M,34,N
110079452,ARR,B,M,20,N
