Report_No,Involvement,Race,Sex,Age,Firearm Used Flag  
110078187,VIC,,,,N
110078189,SUS,B,M,24,Y
110078189,VIC,B,F,44,Y
110078190,SUS,U,U,,N
110078190,VIC,B,F,36,N
110078192,SUS,U,U,,N
110078192,VIC,,,,N
110078193,ARR,B,M,46,N
110078193,VIC,,,,N
110078194,SUS,U,U,,N
110078194,VIC,W,M,51,N
110078197,SUS,U,U,,N
110078197,VIC,B,F,,N
110078200,SUS,W,F,30,N
110078200,SUS,W,M,25,N
110078200,VIC,W,M,32,N
110078202,ARR,W,F,33,N
110078202,VIC,,,,N
110078204,SUS,W,M,14,N
110078204,VIC,W,F,46,N
110078205,SUS,B,F,40,N
110078205,SUS,B,F,40,N
110078205,SUS,B,F,40,N
110078205,VIC,,,,N
110078206,SUS,U,U,,N
110078206,VIC,W,F,54,N
110078207,SUS,W,M,33,N
110078207,VIC,W,F,39,N
110078208,SUS,U,U,,N
110078208,VIC,,,,N
110078209,SUS,B,M,15,N
110078209,SUS,B,M,15,N
110078209,VIC,,,,N
110078210,SUS,B,M,23,N
110078210,VIC,B,F,22,N
110078211,SUS,U,U,,N
110078211,VIC,B,F,56,N
110078212,SUS,B,M,23,N
110078212,VIC,B,F,22,N
110078217,SUS,U,U,,N
110078217,VIC,,,,N
110078218,ARR,B,M,42,N
110078218,VIC,,,,N
110078219,SUS,B,M,20,N
110078219,SUS,B,M,20,N
110078219,VIC,W,M,27,N
110078219,VIC,,,,N
110078220,SUS,U,U,,N
110078220,VIC,,,,N
110078221,SUS,W,F,22,N
110078221,VIC,W,M,23,N
110078227,SUS,U,U,,N
110078227,VIC,U,M,88,N
110078232,SUS,U,U,,N
110078232,VIC,B,M,52,N
110078236,SUS,B,M,,N
110078236,SUS,W,F,,N
110078236,SUS,W,F,,N
110078236,VIC,B,M,58,N
110078238,ARR,B,M,21,N
110078238,VIC,B,F,19,N
110078239,ARR,B,M,42,N
110078239,VIC,,,,N
110078240,SUS,B,M,25,N
110078240,VIC,,,,N
110078241,SUS,U,U,,N
110078241,VIC,B,M,34,N
110078243,SUS,W,F,30,N
110078243,VIC,W,F,36,N
110078243,VIC,W,M,37,N
110078245,SUS,U,U,,N
110078245,VIC,,,,N
110078247,SUS,W,M,21,N
110078247,VIC,,,,N
110078250,SUS,U,U,,N
110078250,VIC,B,M,17,N
110078251,SUS,B,F,42,N
110078251,VIC,B,M,7,N
110078252,SUS,B,M,21,N
110078252,VIC,B,F,19,N
110078253,SUS,B,M,30,N
110078253,VIC,,,,N
110078256,SUS,U,U,,N
110078256,VIC,W,M,39,N
110078259,SUS,U,U,,N
110078259,VIC,,,,N
110078260,SUS,U,U,,N
110078260,VIC,,,,N
110078262,SUS,B,F,40,N
110078262,VIC,,,,N
110078263,SUS,B,F,,N
110078263,SUS,B,F,,N
110078263,VIC,,,,N
110078264,ARR,B,M,22,N
110078264,VIC,,,,N
110078265,SUS,W,M,28,N
110078265,VIC,W,F,27,N
110078266,SUS,U,U,,N
110078266,VIC,W,M,40,N
110078267,SUS,U,U,,N
110078267,VIC,,,,N
110078268,SUS,U,U,,N
110078268,VIC,W,F,18,N
110078269,ARR,B,F,33,N
110078269,VIC,B,M,42,N
110078270,SUS,U,U,,N
110078270,VIC,W,F,39,N
110078271,SUS,U,U,,N
110078271,VIC,B,F,21,N
110078273,VIC,W,F,43,N
110078273,VIC,W,F,43,N
110078274,SUS,B,M,26,N
110078274,VIC,B,F,25,N
110078276,SUS,U,U,,N
110078276,VIC,W,F,39,N
110078278,SUS,W,M,25,Y
110078278,SUS,W,F,,Y
110078278,VIC,W,F,64,Y
110078279,SUS,B,M,,N
110078279,SUS,B,M,,N
110078279,VIC,W,M,63,N
110078280,SUS,W,M,45,N
110078280,VIC,,,,N
110078281,SUS,B,M,36,N
110078281,VIC,B,F,47,N
110078285,ARR,B,M,21,N
110078286,SUS,B,M,,N
110078286,SUS,B,M,,N
110078286,VIC,W,M,38,N
110078287,SUS,U,U,,N
110078287,VIC,W,M,31,N
110078290,SUS,U,U,,N
110078290,VIC,W,M,31,N
110078291,SUS,U,U,,N
110078291,VIC,B,F,71,N
110078298,ARR,B,F,33,N
110078298,VIC,,,,N
110078299,SUS,U,U,,N
110078299,VIC,W,F,44,N
110078301,SUS,U,U,,N
110078301,VIC,U,U,,N
110078302,SUS,W,M,20,N
110078302,VIC,W,M,31,N
110078306,SUS,B,F,,N
110078306,VIC,W,F,31,N
110078309,ARR,W,M,41,N
110078309,VIC,,,,N
110078312,VIC,,,,N
110078313,SUS,U,U,,N
110078313,VIC,W,M,56,N
110078314,ARR,B,F,18,N
110078314,ARR,B,F,21,N
110078314,ARR,B,F,18,N
110078314,VIC,,,,N
110078316,SUS,U,U,,N
110078316,VIC,B,F,37,N
110078316,VIC,B,M,14,N
110078317,ARR,B,F,30,N
110078317,VIC,,,,N
110078318,SUS,U,U,,N
110078318,VIC,B,M,20,N
110078319,SUS,B,F,,N
110078319,VIC,B,F,37,N
110078320,ARR,W,M,65,N
110078320,VIC,,,,N
110078322,SUS,U,U,,N
110078322,VIC,B,F,41,N
110078325,SUS,U,U,,N
110078325,VIC,W,F,19,N
110078326,SUS,W,M,31,N
110078326,VIC,W,F,29,N
110078328,ARR,B,F,28,N
110078328,VIC,B,F,31,N
110078329,ARR,B,M,18,N
110078329,ARR,B,F,23,N
110078329,VIC,,,,N
110078329,VIC,W,M,27,N
110078329,ARR,B,M,18,N
110078329,ARR,B,F,23,N
110078329,VIC,,,,N
110078329,VIC,W,M,27,N
110078329,ARR,B,M,18,N
110078329,ARR,B,F,23,N
110078329,VIC,,,,N
110078329,VIC,W,M,27,N
110078331,SUS,U,U,,N
110078331,VIC,W,M,22,N
110078332,SUS,U,U,,N
110078332,VIC,W,F,27,N
110078334,SUS,U,U,,N
110078334,VIC,B,F,22,N
110078335,SUS,W,M,,N
110078335,SUS,W,M,,N
110078335,VIC,,,,N
110078336,SUS,B,M,49,N
110078336,VIC,B,F,31,N
110078337,SUS,B,F,,N
110078337,VIC,,,,N
110078339,SUS,B,M,,N
110078339,VIC,B,F,15,N
110078340,ARR,W,M,28,N
110078340,VIC,W,F,55,N
110078342,SUS,U,U,,N
110078342,VIC,W,M,30,N
110078343,SUS,U,U,,N
110078343,VIC,W,F,24,N
110078347,SUS,B,F,32,N
110078347,VIC,B,F,26,N
110078349,SUS,U,U,,N
110078349,VIC,B,M,47,N
110078351,ARR,U,F,35,N
110078351,VIC,,,,N
110078353,SUS,U,U,,N
110078353,VIC,W,M,49,N
110078353,VIC,A,F,22,N
110078355,ARR,B,M,33,N
110078355,VIC,U,U,,N
110078357,SUS,U,U,,N
110078357,VIC,B,F,65,N
110078358,SUS,U,F,,N
110078358,VIC,,,,N
110078358,VIC,W,F,23,N
110078359,SUS,B,M,20,N
110078359,VIC,W,F,19,N
110078360,SUS,U,U,,N
110078360,VIC,B,F,28,N
110078361,SUS,B,F,40,N
110078361,SUS,B,F,35,N
110078361,VIC,B,F,18,N
110078363,SUS,U,U,,N
110078363,VIC,W,F,19,N
110078364,SUS,B,M,,N
110078364,SUS,B,M,,N
110078364,VIC,B,F,24,N
110078366,SUS,U,U,,N
110078366,VIC,B,F,24,N
110078367,VIC,,,,N
110078368,ARR,B,M,39,N
110078368,VIC,,,,N
110078368,VIC,,,,N
110078368,ARR,B,M,39,N
110078368,VIC,,,,N
110078368,VIC,,,,N
110078368,ARR,B,M,39,N
110078368,VIC,,,,N
110078368,VIC,,,,N
110078369,SUS,U,U,,N
110078369,VIC,W,F,25,N
110078370,SUS,U,U,,N
110078370,VIC,,,,N
110078371,SUS,B,M,38,N
110078371,VIC,W,F,51,N
110078372,SUS,U,U,,N
110078372,VIC,B,M,50,N
110078373,ARR,B,F,51,N
110078373,VIC,,,,N
110078375,SUS,B,M,24,N
110078375,VIC,W,F,17,N
110078377,SUS,W,M,,N
110078377,VIC,W,M,83,N
110078380,SUS,U,U,,N
110078380,SUS,U,U,,N
110078380,SUS,U,U,,N
110078380,VIC,W,M,46,N
110078382,ARR,B,M,28,N
110078382,VIC,W,M,46,N
110078382,VIC,,,,N
110078382,ARR,B,M,28,N
110078382,VIC,W,M,46,N
110078382,VIC,,,,N
110078383,SUS,B,F,25,N
110078383,VIC,B,F,22,N
110078383,ARR,B,F,22,N
110078383,ARR,B,F,25,N
110078383,VIC,,,,N
110078384,SUS,B,M,18,Y
110078384,SUS,B,M,18,Y
110078384,VIC,B,F,53,Y
110078386,SUS,U,U,,N
110078386,VIC,W,F,18,N
110078388,SUS,B,M,40,N
110078388,SUS,B,M,40,N
110078388,VIC,U,U,,N
110078389,ARR,B,M,51,N
110078389,VIC,,,,N
110078389,ARR,B,M,43,N
110078390,SUS,U,U,,N
110078390,VIC,W,F,18,N
110078390,VIC,W,F,17,N
110078391,VIC,W,F,29,N
110078393,SUS,U,U,,N
110078393,VIC,B,F,41,N
110078394,ARR,B,M,53,N
110078395,SUS,B,M,,N
110078395,VIC,,,,N
110078396,SUS,U,U,,N
110078396,VIC,W,F,22,N
110078403,ARR,B,F,29,N
110078403,VIC,,,,N
110078405,SUS,U,M,,N
110078405,VIC,W,M,27,N
110078408,SUS,U,U,,N
110078408,VIC,W,F,30,N
110078410,ARR,B,M,46,N
110078410,VIC,B,M,36,N
110078412,ARR,W,M,24,N
110078413,SUS,U,U,,N
110078413,VIC,W,F,35,N
110078415,SUS,U,U,,N
110078415,VIC,W,M,41,N
110078416,SUS,U,U,,N
110078416,VIC,B,F,33,N
110078417,SUS,U,U,,N
110078417,VIC,W,M,22,N
110078418,SUS,U,U,,Y
110078418,VIC,B,M,25,Y
110078418,VIC,B,M,19,Y
110078419,ARR,W,M,43,N
110078419,VIC,W,F,33,N
110078421,ARR,B,F,22,N
110078422,ARR,W,F,28,N
110078423,ARR,W,M,21,N
110078423,ARR,W,M,22,N
110078423,VIC,,,,N
110078424,ARR,B,M,37,N
110078427,SUS,U,U,,N
110078427,VIC,W,F,24,N
110078428,SUS,U,U,,N
110078428,VIC,B,F,23,N
110078428,VIC,B,M,24,N
110078429,ARR,B,M,28,N
110078431,ARR,W,F,27,N
110078433,SUS,B,M,,N
110078433,VIC,B,F,22,N
110078434,ARR,W,M,21,N
110078435,SUS,W,M,,N
110078435,SUS,B,M,,N
110078435,SUS,B,M,,N
110078435,SUS,B,M,,N
110078435,SUS,B,M,,N
110078435,VIC,,,,N
110078436,ARR,W,F,23,N
110078437,ARR,B,M,47,N
110078437,VIC,B,F,47,N
110078438,SUS,B,M,,N
110078438,SUS,B,M,,N
110078438,SUS,B,M,,N
110078438,VIC,B,M,25,N
110078439,SUS,U,U,,N
110078439,VIC,W,M,37,N
110078441,ARR,B,M,35,N
110078443,ARR,W,M,28,N
110078444,SUS,U,U,,N
110078444,VIC,B,M,37,N
110078445,SUS,U,U,,N
110078445,VIC,U,U,,N
110078446,SUS,B,M,,N
110078446,VIC,B,F,26,N
110078448,SUS,B,M,28,N
110078448,VIC,W,M,27,N
110078449,SUS,B,M,35,N
110078449,VIC,B,M,35,N
110078450,SUS,U,U,,N
110078450,VIC,,,,N
110078451,SUS,U,U,,N
110078451,VIC,,,,N
110078454,ARR,W,M,20,N
110078455,SUS,U,U,,N
110078455,VIC,W,M,23,N
110078458,SUS,U,U,,N
110078458,VIC,B,M,25,N
110078458,SUS,U,U,,N
110078458,VIC,B,M,25,N
110078460,SUS,U,U,,N
110078460,VIC,W,F,23,N
110078463,SUS,U,U,,N
110078463,VIC,,,,N
110078463,VIC,,,,N
110078464,ARR,B,M,27,N
110078464,VIC,W,F,30,N
110078465,SUS,U,U,,N
110078465,VIC,W,M,29,N
110078466,SUS,W,M,60,N
110078466,VIC,W,M,51,N
110078469,SUS,B,M,,N
110078469,VIC,U,U,,N
110078470,VIC,W,F,44,N
110078473,SUS,U,U,,N
110078473,VIC,W,M,53,N
110078474,ARR,B,F,33,N
110078474,VIC,,,,N
110078477,SUS,B,M,20,N
110078477,VIC,,,,N
110078477,VIC,B,F,26,N
110078479,ARR,B,M,55,N
110078479,VIC,,,,N
110078480,SUS,U,U,,N
110078480,VIC,W,M,34,N
110078481,SUS,U,U,,N
110078481,VIC,W,F,25,N
110078482,SUS,U,U,,N
110078482,VIC,B,M,43,N
110078483,SUS,U,U,,N
110078483,VIC,B,F,28,N
110078484,SUS,W,F,,N
110078484,VIC,W,F,32,N
110078485,SUS,U,U,,N
110078485,VIC,B,F,31,N
110078485,VIC,W,F,29,N
110078486,SUS,U,U,,N
110078486,VIC,U,M,,N
110078487,SUS,U,U,,N
110078487,VIC,W,M,25,N
110078488,SUS,U,U,,N
110078488,VIC,B,F,18,N
110078489,SUS,B,F,40,N
110078490,SUS,B,M,18,N
110078490,VIC,,,,N
110078491,SUS,B,F,,Y
110078491,SUS,B,M,,Y
110078491,VIC,B,M,54,Y
110078492,SUS,U,U,,N
110078492,VIC,W,M,65,N
110078493,SUS,U,U,,N
110078493,VIC,B,F,55,N
110078494,SUS,U,U,,N
110078494,VIC,W,F,44,N
110078496,SUS,U,U,,N
110078496,VIC,W,M,14,N
110078496,VIC,,,,N
110078497,SUS,U,U,,N
110078497,VIC,W,M,38,N
110078500,SUS,U,U,,N
110078500,VIC,B,F,59,N
110078501,SUS,B,M,,N
110078501,SUS,B,M,,N
110078501,VIC,,,,N
110078503,SUS,U,U,,N
110078503,VIC,W,M,38,N
110078506,SUS,B,M,,Y
110078506,SUS,W,M,,Y
110078506,VIC,W,M,57,Y
110078507,SUS,U,U,1,N
110078507,VIC,W,M,82,N
110078510,SUS,U,U,,N
110078510,VIC,B,M,71,N
110078511,SUS,U,U,1,N
110078511,VIC,W,M,28,N
110078512,ARR,B,F,24,N
110078512,ARR,B,M,18,N
110078514,SUS,U,U,,N
110078514,VIC,W,M,59,N
110078515,SUS,U,U,,N
110078515,VIC,,,,N
110078516,SUS,U,U,,N
110078516,VIC,U,F,45,N
110078519,SUS,U,U,,N
110078519,VIC,B,M,28,N
110078521,SUS,B,F,20,N
110078521,VIC,B,F,22,N
110078522,SUS,B,M,19,Y
110078522,VIC,B,M,31,Y
110078522,VIC,B,M,24,Y
110078522,VIC,B,M,35,Y
110078522,VIC,B,F,60,Y
110078523,SUS,U,U,,N
110078523,VIC,,,,N
110078525,ARR,W,F,26,N
110078525,ARR,W,M,27,N
110078525,VIC,,,,N
110078527,SUS,B,M,57,N
110078527,VIC,B,M,83,N
110078528,ARR,W,M,40,N
110078528,VIC,,,,N
110078529,ARR,B,M,49,N
110078529,VIC,,,,N
110078532,SUS,U,U,,N
110078532,VIC,W,F,24,N
110078535,ARR,B,F,29,N
110078535,VIC,,,,N
110078536,SUS,U,U,,N
110078536,VIC,W,M,66,N
110078538,SUS,B,M,17,N
110078538,SUS,B,M,17,N
110078538,SUS,B,M,17,N
110078538,SUS,W,M,17,N
110078538,VIC,B,F,71,N
110078540,SUS,U,U,,N
110078540,VIC,B,F,0,N
110078542,SUS,U,U,,N
110078542,VIC,I,F,28,N
110078545,SUS,U,U,,N
110078545,VIC,W,M,52,N
110078547,SUS,B,M,25,N
110078547,SUS,B,M,25,N
110078547,SUS,B,M,25,N
110078547,VIC,W,F,52,N
110078548,SUS,U,U,,N
110078548,VIC,W,F,36,N
110078549,SUS,U,U,,N
110078549,VIC,W,F,55,N
110078551,ARR,B,M,48,N
110078551,VIC,,,,N
110078551,VIC,,,,N
110078551,ARR,B,M,48,N
110078551,VIC,,,,N
110078551,VIC,,,,N
110078552,SUS,U,U,,N
110078552,VIC,W,M,28,N
110078553,ARR,W,M,25,N
110078553,VIC,W,M,54,N
110078553,VIC,W,M,65,N
110078553,ARR,W,M,25,N
110078553,VIC,W,M,54,N
110078553,VIC,W,M,65,N
110078555,ARR,B,M,13,Y
110078555,VIC,B,F,11,Y
110078555,VIC,W,F,29,Y
110078557,ARR,W,F,36,N
110078557,VIC,,,,N
110078558,SUS,U,U,,N
110078558,VIC,W,M,37,N
110078559,SUS,B,M,20,N
110078559,VIC,B,F,17,N
110078560,VIC,,,,N
110078564,SUS,U,U,,N
110078564,SUS,U,U,,N
110078564,VIC,W,M,49,N
110078564,VIC,W,M,60,N
110078566,SUS,W,F,34,N
110078566,VIC,W,F,23,N
110078569,ARR,B,M,66,N
110078569,VIC,,,,N
110078570,SUS,B,M,18,N
110078570,SUS,B,M,18,N
110078570,SUS,B,M,18,N
110078570,SUS,B,M,18,N
110078570,SUS,B,F,18,N
110078570,SUS,B,F,18,N
110078570,VIC,B,F,59,N
110078571,SUS,B,M,68,N
110078571,VIC,B,F,66,N
110078572,SUS,B,M,,N
110078572,SUS,B,M,,N
110078572,VIC,W,F,80,N
110078573,SUS,U,U,,N
110078573,VIC,W,M,29,N
110078574,ARR,B,M,19,Y
110078575,SUS,U,U,,N
110078575,VIC,W,F,56,N
110078575,VIC,,,,N
110078576,SUS,U,U,,N
110078576,VIC,W,F,36,N
110078576,VIC,W,M,21,N
110078576,VIC,U,U,,N
110078577,SUS,B,F,,Y
110078577,VIC,W,F,28,Y
110078579,SUS,U,U,,N
110078579,VIC,W,M,59,N
110078580,SUS,U,U,,N
110078580,VIC,W,M,29,N
110078580,SUS,U,U,,N
110078580,VIC,W,M,29,N
110078583,SUS,U,U,,N
110078583,VIC,W,F,27,N
110078588,SUS,U,U,,N
110078588,VIC,B,M,51,N
110078589,SUS,U,U,,N
110078589,VIC,B,F,24,N
110078590,SUS,U,U,,N
110078590,VIC,B,F,24,N
110078591,ARR,W,M,18,N
110078591,VIC,,,,N
110078591,VIC,,,,N
110078591,ARR,W,M,18,N
110078591,VIC,,,,N
110078591,VIC,,,,N
110078593,ARR,B,M,35,N
110078593,VIC,B,F,50,N
110078594,SUS,U,U,,N
110078594,VIC,B,M,78,N
110078595,SUS,U,U,,N
110078595,VIC,W,M,22,N
110078596,SUS,B,M,,N
110078596,SUS,B,M,,N
110078596,SUS,B,M,,N
110078596,SUS,B,M,,N
110078596,VIC,B,M,67,N
110078597,SUS,U,U,,N
110078597,VIC,W,F,32,N
110078598,SUS,U,U,,N
110078598,VIC,A,M,55,N
110078599,SUS,U,U,,N
110078599,VIC,B,F,30,N
110078601,ARR,B,M,25,N
110078601,VIC,,,,N
110078602,ARR,B,F,23,N
110078602,VIC,,,,N
110078603,SUS,U,U,,N
110078603,VIC,W,F,53,N
110078604,SUS,U,U,,N
110078604,VIC,B,F,31,N
110078605,ARR,B,M,62,N
110078605,VIC,,,,N
110078606,ARR,B,M,32,N
110078606,VIC,,,,N
110078607,ARR,B,M,32,N
110078607,VIC,B,F,20,N
110078608,SUS,U,U,,N
110078608,VIC,W,M,54,N
110078611,SUS,B,M,17,N
110078611,SUS,B,M,17,N
110078611,VIC,,,,N
110078612,SUS,U,M,,N
110078612,VIC,W,F,40,N
110078614,SUS,U,U,,N
110078614,VIC,W,M,41,N
110078616,SUS,B,M,18,N
110078616,VIC,W,F,19,N
110078618,SUS,W,M,40,N
110078618,VIC,W,M,50,N
110078619,ARR,B,M,32,N
110078619,VIC,,,,N
110078621,SUS,U,U,,N
110078621,VIC,B,F,56,N
110078625,SUS,U,U,,N
110078625,VIC,B,F,42,N
110078626,ARR,W,M,17,N
110078628,ARR,B,M,56,N
110078628,VIC,B,F,35,N
110078629,ARR,B,M,51,N
110078629,VIC,,,,N
110078630,ARR,W,M,42,N
110078630,VIC,,,,N
110078631,SUS,B,M,,N
110078631,VIC,B,F,27,N
110078632,SUS,U,U,,N
110078632,VIC,U,U,,N
110078636,SUS,U,U,,N
110078636,VIC,W,F,22,N
110078637,ARR,B,M,41,N
110078637,VIC,,,,N
110078642,SUS,U,U,,N
110078642,VIC,W,F,52,N
110078644,SUS,U,U,,N
110078644,VIC,W,M,34,N
110078645,ARR,B,F,33,N
110078645,ARR,B,M,36,N
110078645,VIC,W,M,26,N
110078645,VIC,W,M,28,N
110078645,ARR,B,F,33,N
110078645,ARR,B,M,36,N
110078645,VIC,W,M,26,N
110078645,VIC,W,M,28,N
110078647,SUS,U,U,,N
110078647,VIC,W,M,41,N
110078648,SUS,U,U,,N
110078648,VIC,U,U,,N
110078649,SUS,B,F,22,N
110078649,VIC,,,,N
110078650,SUS,B,M,,N
110078650,SUS,B,M,,N
110078650,VIC,W,M,47,N
110078651,ARR,W,M,24,N
110078651,VIC,W,M,,N
110078653,VIC,W,F,22,Y
110078653,VIC,B,F,21,Y
110078653,VIC,W,M,19,Y
110078653,VIC,W,F,23,Y
110078654,ARR,B,M,25,N
110078654,VIC,,,,N
110078655,ARR,W,F,20,N
110078656,SUS,U,U,,Y
110078656,VIC,W,F,39,Y
110078656,VIC,W,M,38,Y
110078658,ARR,B,M,18,N
110078658,VIC,,,,N
110078658,ARR,B,M,18,N
110078658,VIC,,,,N
110078661,SUS,U,U,,N
110078661,VIC,,,,N
110078661,VIC,W,M,,N
110078665,SUS,U,U,,N
110078665,VIC,W,F,28,N
110078665,VIC,B,M,25,N
110078666,ARR,B,M,27,N
110078666,VIC,B,F,21,N
110078669,SUS,U,U,,N
110078669,VIC,W,F,24,N
110078670,SUS,B,M,29,N
110078670,VIC,W,M,47,N
110078672,VIC,,,,Y
110078673,SUS,U,U,,N
110078673,VIC,B,M,41,N
110078677,ARR,W,M,40,N
110078679,SUS,B,M,26,N
110078679,VIC,B,F,30,N
110078681,SUS,B,M,,N
110078681,SUS,B,M,,N
110078681,SUS,B,M,,N
110078681,SUS,B,M,,N
110078681,SUS,B,M,,N
110078681,SUS,B,M,,N
110078681,VIC,B,M,31,N
110078682,SUS,W,M,,N
110078682,SUS,W,M,,N
110078682,SUS,W,M,,N
110078682,VIC,W,F,18,N
110078682,VIC,W,M,19,N
110078683,SUS,U,U,,N
110078683,VIC,B,F,64,N
110078684,SUS,W,F,39,N
110078684,SUS,W,F,20,N
110078684,SUS,B,M,20,N
110078684,SUS,B,M,20,N
110078684,VIC,W,F,25,N
110078685,ARR,B,F,32,N
110078685,VIC,B,M,36,N
110078686,ARR,W,M,21,N
110078686,VIC,W,M,40,N
110078687,SUS,W,M,22,N
110078687,SUS,W,F,23,N
110078687,VIC,W,F,21,N
110078688,SUS,B,M,51,N
110078688,SUS,B,F,41,N
110078688,VIC,B,M,51,N
110078688,VIC,B,F,40,N
110078689,SUS,U,M,,N
110078689,VIC,,,,N
110078690,SUS,W,U,,N
110078690,SUS,W,U,,N
110078690,VIC,,,,N
110078691,SUS,B,M,17,N
110078691,SUS,B,M,17,N
110078691,VIC,B,M,20,N
110078691,VIC,B,M,18,N
110078691,VIC,B,M,19,N
110078691,VIC,B,M,19,N
110078691,VIC,W,F,17,N
110078692,ARR,W,F,30,N
110078692,ARR,W,F,40,N
110078692,VIC,,,,N
110078693,SUS,U,U,,N
110078693,VIC,,,,N
110078695,SUS,U,U,,N
110078695,VIC,W,F,69,N
110078696,SUS,A,F,,Y
110078696,SUS,W,M,,Y
110078696,VIC,W,M,24,Y
110078696,VIC,W,M,25,Y
110078696,VIC,W,M,24,Y
110078696,VIC,W,M,24,Y
110078696,VIC,W,M,30,Y
110078697,SUS,U,U,,N
110078697,VIC,W,M,,N
110078698,SUS,W,M,28,N
110078699,ARR,B,M,38,N
110078699,VIC,B,F,26,N
110078700,SUS,B,M,38,N
110078700,VIC,B,F,32,N
110078702,SUS,B,M,,N
110078702,VIC,B,M,59,N
110078703,SUS,W,M,23,N
110078703,VIC,W,F,34,N
110078703,VIC,B,M,23,N
110078704,SUS,U,U,,N
110078704,VIC,B,F,23,N
110078704,VIC,B,M,22,N
110078705,ARR,B,M,25,N
110078705,VIC,B,F,24,N
110078706,SUS,W,M,25,N
110078706,SUS,W,M,20,N
110078706,VIC,I,M,24,N
110078708,SUS,U,U,,N
110078708,VIC,B,M,47,N
110078709,SUS,W,M,27,N
110078710,SUS,U,U,,N
110078710,VIC,,,,N
110078711,SUS,U,U,,N
110078711,VIC,B,F,53,N
110078713,SUS,U,U,,N
110078713,VIC,W,F,46,N
110078714,SUS,U,U,,N
110078714,VIC,W,M,35,N
110078715,SUS,U,U,,N
110078715,VIC,,,,N
110078716,ARR,W,F,39,N
110078716,VIC,W,M,44,N
110078718,SUS,U,U,,N
110078718,VIC,W,F,42,N
110078719,SUS,U,U,,N
110078719,VIC,W,F,32,N
110078719,VIC,W,F,24,N
110078719,VIC,W,M,31,N
110078720,SUS,U,U,,N
110078720,VIC,B,M,78,N
110078721,SUS,U,U,,N
110078721,VIC,W,F,46,N
110078723,SUS,U,U,,N
110078723,VIC,W,M,53,N
110078724,SUS,U,U,,N
110078724,VIC,W,M,53,N
110078725,SUS,U,U,,N
110078725,VIC,W,M,27,N
110078726,SUS,U,U,,N
110078726,VIC,W,M,67,N
110078728,SUS,U,U,,N
110078728,VIC,B,M,36,N
110078729,SUS,U,U,,N
110078729,VIC,W,F,57,N
110078730,SUS,B,M,8,N
110078730,SUS,B,M,11,N
110078730,SUS,B,M,12,N
110078730,VIC,B,M,50,N
110078731,SUS,U,U,,N
110078731,VIC,W,F,24,N
110078732,SUS,W,M,,N
110078732,VIC,W,F,27,N
110078734,SUS,U,U,,N
110078734,VIC,W,M,24,N
110078735,SUS,U,U,,N
110078735,VIC,W,M,52,N
110078737,SUS,B,M,,Y
110078737,SUS,B,M,,Y
110078737,SUS,B,M,,Y
110078737,VIC,B,M,20,Y
110078738,SUS,U,U,,N
110078738,VIC,W,F,30,N
110078742,SUS,B,F,23,N
110078742,VIC,B,F,26,N
110078743,ARR,B,M,29,N
110078743,VIC,,,,N
110078744,SUS,U,U,,N
110078744,VIC,B,F,33,N
110078746,SUS,W,M,20,N
110078746,VIC,W,F,23,N
110078747,ARR,B,F,46,N
110078748,SUS,B,M,18,N
110078748,VIC,,,,N
110078749,SUS,U,U,,N
110078749,VIC,W,M,72,N
110078750,SUS,W,F,29,N
110078750,VIC,W,M,21,N
110078753,SUS,U,U,,N
110078753,VIC,B,M,23,N
110078754,ARR,W,M,15,N
110078754,VIC,W,M,51,N
110078755,SUS,B,M,21,N
110078755,VIC,,,,N
110078757,SUS,U,U,,N
110078757,VIC,W,F,23,N
110078758,SUS,U,M,,N
110078758,VIC,W,F,36,N
110078761,SUS,U,U,,N
110078761,VIC,W,M,25,N
110078762,SUS,U,U,,N
110078762,VIC,W,F,22,N
110078763,SUS,U,U,,N
110078763,VIC,B,F,67,N
110078764,SUS,U,U,,N
110078764,VIC,W,M,28,N
110078764,VIC,,,,N
110078765,SUS,U,U,,N
110078765,VIC,W,F,32,N
110078767,SUS,U,U,,N
110078767,SUS,U,U,,N
110078767,VIC,W,M,25,N
110078767,VIC,W,M,26,N
110078769,SUS,B,M,20,Y
110078769,VIC,B,M,32,Y
110078771,SUS,U,U,,N
110078771,VIC,U,M,,N
110078773,SUS,B,M,15,N
110078773,VIC,B,M,12,N
110078775,ARR,W,M,21,N
110078775,VIC,W,F,39,N
110078775,VIC,W,F,44,N
110078776,SUS,U,U,,N
110078776,VIC,W,F,21,N
110078776,VIC,W,F,21,N
110078777,SUS,U,U,,N
110078777,VIC,W,M,52,N
110078778,SUS,U,U,,N
110078778,VIC,W,M,52,N
110078779,ARR,B,M,54,N
110078779,VIC,,,,N
110078781,SUS,W,M,,N
110078781,VIC,W,F,38,N
110078783,ARR,B,F,58,N
110078783,VIC,,,,N
110078784,SUS,U,U,,N
110078784,VIC,,,,N
110078785,SUS,B,M,22,N
110078785,VIC,B,F,23,N
110078786,SUS,U,U,,N
110078786,VIC,W,M,25,N
110078787,ARR,W,M,36,N
110078787,VIC,,,,N
110078789,SUS,U,U,,N
110078789,VIC,W,F,52,N
110078790,SUS,U,U,,N
110078790,VIC,B,F,25,N
110078792,SUS,U,U,,N
110078792,VIC,U,U,,N
110078794,SUS,U,U,,N
110078794,VIC,B,M,90,N
110078795,SUS,U,U,,N
